model,split,rows,mae_kwh,rmse_kwh,r2,smape_pct
dnn_mlp,validation,36111,0.02133648842573166,0.03142696061301092,0.6847780346870422,25.917747497558594
dnn_mlp,test,35528,0.02209559455513954,0.03308344582506073,0.6747152805328369,25.9575252532959
